Mã giao dịch,Đại lý,Điểm bán hàng,Thuê bao mua dịch vụ,Thuộc đối tác/chi nhánh,Dịch vụ,Tên gói,Tên kênh,Trạng thái cước,Cờ chốt cước,Trạng thái giao dịch,Thời gian thực hiện giao dịch,Thời gian chốt hoa hồng giao dịch,Loại giao dịch,Giá,Hoa hồng điểm bán,Hoa hồng đại lý
159478957,"IPacking","IPacking_db",84763143165,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,12/07/2023 16:09:56,12/07/2023 16:09:56,Cài đặt,30000,0,8182
159478947,"IPacking","IPacking_db",84904430955,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,12/07/2023 16:09:28,12/07/2023 16:09:28,Cài đặt,30000,0,8182
159478811,"IPacking","IPacking_db",84909694569,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,12/07/2023 16:04:07,12/07/2023 16:04:07,Cài đặt,150000,0,49091
159478643,"IPacking","IPacking_db",84908303162,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,12/07/2023 15:58:05,12/07/2023 15:58:05,Cài đặt,70000,0,22909
159478421,"IPacking","IPacking_db",84902827740,"TTCNTT",COMBO_TT3,NA90,Bán hàng qua API,OK_NA90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 15:49:41,12/07/2023 15:49:41,Cài đặt,90000,0,29455
159477899,"IPacking","IPacking_db",84933871178,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,12/07/2023 15:24:40,12/07/2023 15:24:40,Cài đặt,70000,0,22909
159477533,"IPacking","IPacking_db",84939464890,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 15:08:46,12/07/2023 15:08:46,Cài đặt,90000,0,29455
159477231,"IPacking","IPacking_db",84901233496,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,12/07/2023 14:56:58,12/07/2023 14:56:58,Cài đặt,30000,0,8182
159476585,"IPacking","IPacking_db",84935026961,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 14:33:43,12/07/2023 14:33:43,Cài đặt,90000,0,29455
159476233,"IPacking","IPacking_db",84938301134,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,12/07/2023 14:20:19,12/07/2023 14:20:19,Cài đặt,30000,0,8182
159476161,"IPacking","IPacking_db",84796660683,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,12/07/2023 14:17:03,12/07/2023 14:17:03,Cài đặt,30000,0,8182
159476065,"IPacking","IPacking_db",84787270225,"TTCNTT",MOBILEINTERNET,D15,Bán hàng qua API,OK_D15_DK_SUCC_VAS_XH,Ðã chốt,Thành công,12/07/2023 14:13:26,12/07/2023 14:13:26,Cài đặt,15000,0,6818
159476001,"IPacking","IPacking_db",84779878120,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,12/07/2023 14:10:01,12/07/2023 14:10:01,Cài đặt,70000,0,22909
159475875,"IPacking","IPacking_db",84904720232,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 14:04:43,12/07/2023 14:04:43,Cài đặt,90000,0,29455
159475649,"IPacking","IPacking_db",84939182938,"TTCNTT",MOBILEINTERNET,D15,Bán hàng qua API,OK_D15_DK_SUCC_VAS_XH,Ðã chốt,Thành công,12/07/2023 13:52:09,12/07/2023 13:52:09,Cài đặt,15000,0,6818
159475643,"IPacking","IPacking_db",84708274247,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 13:51:52,12/07/2023 13:51:52,Cài đặt,90000,0,29455
159475531,"IPacking","IPacking_db",84784127192,"TTCNTT",COMBO_TT3,NA90,Bán hàng qua API,OK_NA90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 13:47:20,12/07/2023 13:47:20,Cài đặt,90000,0,29455
159475239,"IPacking","IPacking_db",84783950993,"TTCNTT",MOBILEINTERNET,D15,Bán hàng qua API,OK_D15_DK_SUCC_VAS_XH,Ðã chốt,Thành công,12/07/2023 13:33:10,12/07/2023 13:33:10,Cài đặt,15000,0,6818
159474233,"IPacking","IPacking_db",84936383024,"TTCNTT",COMBO_TT3,NA90,Bán hàng qua API,OK_NA90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 12:43:46,12/07/2023 12:43:46,Cài đặt,90000,0,29455
159474063,"IPacking","IPacking_db",84938618140,"TTCNTT",MOBILEINTERNET,D15,Bán hàng qua API,OK_D15_DK_SUCC_VAS_XH,Ðã chốt,Thành công,12/07/2023 12:36:29,12/07/2023 12:36:29,Cài đặt,15000,0,6818
159473955,"IPacking","IPacking_db",84775738308,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,12/07/2023 12:31:47,12/07/2023 12:31:47,Cài đặt,30000,0,8182
159473563,"IPacking","IPacking_db",84937947200,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 12:18:18,12/07/2023 12:18:18,Cài đặt,90000,0,29455
159473433,"IPacking","IPacking_db",84909865017,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,12/07/2023 12:13:13,12/07/2023 12:13:13,Cài đặt,70000,0,22909
159473303,"IPacking","IPacking_db",84937032195,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,12/07/2023 12:07:52,12/07/2023 12:07:52,Cài đặt,70000,0,22909
159473001,"IPacking","IPacking_db",84905372150,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,12/07/2023 11:57:45,12/07/2023 11:57:45,Cài đặt,70000,0,22909
159472991,"IPacking","IPacking_db",84932055807,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,12/07/2023 11:57:37,12/07/2023 11:57:37,Cài đặt,70000,0,22909
159472743,"IPacking","IPacking_db",84794660321,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 11:50:12,12/07/2023 11:50:12,Cài đặt,90000,0,29455
159472665,"IPacking","IPacking_db",84896485258,"TTCNTT",COMBO_TT3,NA120,Bán hàng qua API,OK_NA120_DK_SUCC,Ðã chốt,Thành công,12/07/2023 11:47:21,12/07/2023 11:47:21,Cài đặt,120000,0,39273
159472595,"IPacking","IPacking_db",84768736315,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,12/07/2023 11:45:23,12/07/2023 11:45:23,Cài đặt,30000,0,8182
159472423,"IPacking","IPacking_db",84901167869,"TTCNTT",MOBILEINTERNET,D15,Bán hàng qua API,OK_D15_DK_SUCC_VAS_XH,Ðã chốt,Thành công,12/07/2023 11:40:49,12/07/2023 11:40:49,Cài đặt,15000,0,6818
159472385,"IPacking","IPacking_db",84772152201,"TTCNTT",MOBILEINTERNET,D15,Bán hàng qua API,OK_D15_DK_SUCC_VAS_XH,Ðã chốt,Thành công,12/07/2023 11:39:55,12/07/2023 11:39:55,Cài đặt,15000,0,6818
159471965,"IPacking","IPacking_db",84794573404,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,12/07/2023 11:27:30,12/07/2023 11:27:30,Cài đặt,30000,0,8182
159471801,"IPacking","IPacking_db",84797338439,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,12/07/2023 11:22:33,12/07/2023 11:22:33,Cài đặt,30000,0,8182
159471425,"IPacking","IPacking_db",84783345109,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,12/07/2023 11:08:52,12/07/2023 11:08:52,Cài đặt,70000,0,22909
159471087,"IPacking","IPacking_db",84901394727,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 10:57:34,12/07/2023 10:57:34,Cài đặt,90000,0,29455
159470597,"IPacking","IPacking_db",84934768469,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 10:40:48,12/07/2023 10:40:48,Cài đặt,90000,0,29455
159470379,"IPacking","IPacking_db",84908995848,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 10:32:46,12/07/2023 10:32:46,Cài đặt,90000,0,29455
159470105,"IPacking","IPacking_db",84706116693,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,12/07/2023 10:23:39,12/07/2023 10:23:39,Cài đặt,30000,0,8182
159470045,"IPacking","IPacking_db",84935388917,"TTCNTT",COMBO_TT3,KC120,Bán hàng qua API,OK_KC120_DK_SUCC,Ðã chốt,Thành công,12/07/2023 10:22:27,12/07/2023 10:22:27,Cài đặt,120000,0,39273
159469797,"IPacking","IPacking_db",84777776209,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 10:13:35,12/07/2023 10:13:35,Cài đặt,90000,0,29455
159469725,"IPacking","IPacking_db",84762480849,"TTCNTT",MOBILEINTERNET,D15,Bán hàng qua API,OK_D15_DK_SUCC_VAS_XH,Ðã chốt,Thành công,12/07/2023 10:10:49,12/07/2023 10:10:49,Cài đặt,15000,0,6818
159469671,"IPacking","IPacking_db",84932978504,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,12/07/2023 10:09:17,12/07/2023 10:09:17,Cài đặt,70000,0,22909
159469631,"IPacking","IPacking_db",84906898143,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,12/07/2023 10:08:35,12/07/2023 10:08:35,Cài đặt,70000,0,22909
159469291,"IPacking","IPacking_db",84768194580,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,12/07/2023 09:57:11,12/07/2023 09:57:11,Cài đặt,30000,0,8182
159469015,"IPacking","IPacking_db",84708535800,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,12/07/2023 09:47:39,12/07/2023 09:47:39,Cài đặt,30000,0,8182
159468883,"IPacking","IPacking_db",84903697087,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,12/07/2023 09:43:02,12/07/2023 09:43:02,Cài đặt,30000,0,8182
159468729,"IPacking","IPacking_db",84776534579,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 09:39:48,12/07/2023 09:39:48,Cài đặt,90000,0,29455
159467935,"IPacking","IPacking_db",84898678571,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 09:16:35,12/07/2023 09:16:35,Cài đặt,90000,0,29455
159467741,"IPacking","IPacking_db",84777992600,"TTCNTT",COMBO_TT3,KC120,Bán hàng qua API,OK_KC120_DK_SUCC,Ðã chốt,Thành công,12/07/2023 09:10:48,12/07/2023 09:10:48,Cài đặt,120000,0,39273
159467645,"IPacking","IPacking_db",84905700895,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 09:07:39,12/07/2023 09:07:39,Cài đặt,90000,0,29455
159467539,"IPacking","IPacking_db",84908659163,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,12/07/2023 09:04:34,12/07/2023 09:04:34,Cài đặt,30000,0,8182
159465045,"IPacking","IPacking_db",84769585915,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,12/07/2023 07:34:57,12/07/2023 07:34:57,Cài đặt,70000,0,22909
159463903,"IPacking","IPacking_db",84905710393,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,12/07/2023 06:27:33,12/07/2023 06:27:33,Cài đặt,90000,0,29455
159461913,"IPacking","IPacking_db",84902644795,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,11/07/2023 21:46:43,11/07/2023 21:46:43,Cài đặt,70000,0,22909
159461803,"IPacking","IPacking_db",84768592237,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 21:40:50,11/07/2023 21:40:50,Cài đặt,90000,0,29455
159461397,"IPacking","IPacking_db",84784365365,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,11/07/2023 21:17:15,11/07/2023 21:17:15,Cài đặt,70000,0,22909
159461389,"IPacking","IPacking_db",84933077026,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,11/07/2023 21:16:28,11/07/2023 21:16:28,Cài đặt,30000,0,8182
159461363,"IPacking","IPacking_db",84787699388,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,11/07/2023 21:14:45,11/07/2023 21:14:45,Cài đặt,30000,0,8182
159461039,"IPacking","IPacking_db",84896472411,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,11/07/2023 20:58:46,11/07/2023 20:58:46,Cài đặt,70000,0,22909
159460783,"IPacking","IPacking_db",84769938814,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 20:47:59,11/07/2023 20:47:59,Cài đặt,90000,0,29455
159460655,"IPacking","IPacking_db",84706337224,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 20:41:12,11/07/2023 20:41:12,Cài đặt,90000,0,29455
159460423,"IPacking","IPacking_db",84935231245,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,11/07/2023 20:31:39,11/07/2023 20:31:39,Cài đặt,70000,0,22909
159460105,"IPacking","IPacking_db",84938719664,"TTCNTT",MOBILEINTERNET,D30,Bán hàng qua API,OK_D30_DK_SUCC_VAS_XH,Ðã chốt,Thành công,11/07/2023 20:18:14,11/07/2023 20:18:14,Cài đặt,30000,0,9818
159459779,"IPacking","IPacking_db",84902296857,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 20:10:17,11/07/2023 20:10:17,Cài đặt,90000,0,29455
159459709,"IPacking","IPacking_db",84779437343,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 20:07:06,11/07/2023 20:07:06,Cài đặt,90000,0,29455
159459683,"IPacking","IPacking_db",84766701836,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 20:06:23,11/07/2023 20:06:23,Cài đặt,90000,0,29455
159459505,"IPacking","IPacking_db",84908479328,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 19:59:21,11/07/2023 19:59:21,Cài đặt,90000,0,29455
159459357,"IPacking","IPacking_db",84898432060,"TTCNTT",MOBILEINTERNET,D15,Bán hàng qua API,OK_D15_DK_SUCC_VAS_XH,Ðã chốt,Thành công,11/07/2023 19:54:03,11/07/2023 19:54:03,Cài đặt,15000,0,6818
159458959,"IPacking","IPacking_db",84905771771,"TTCNTT",COMBO_TT3,NA120,Bán hàng qua API,OK_NA120_DK_SUCC,Ðã chốt,Thành công,11/07/2023 19:40:44,11/07/2023 19:40:44,Cài đặt,120000,0,39273
159458765,"IPacking","IPacking_db",84788362725,"TTCNTT",MOBILEINTERNET,D15,Bán hàng qua API,OK_D15_DK_SUCC_VAS_XH,Ðã chốt,Thành công,11/07/2023 19:34:53,11/07/2023 19:34:53,Cài đặt,15000,0,6818
159458191,"IPacking","IPacking_db",84768877169,"TTCNTT",MOBILEINTERNET,D15,Bán hàng qua API,OK_D15_DK_SUCC_VAS_XH,Ðã chốt,Thành công,11/07/2023 19:17:34,11/07/2023 19:17:34,Cài đặt,15000,0,6818
159457895,"IPacking","IPacking_db",84908257538,"TTCNTT",COMBO_TT3,KC120,Bán hàng qua API,OK_KC120_DK_SUCC,Ðã chốt,Thành công,11/07/2023 19:07:14,11/07/2023 19:07:14,Cài đặt,120000,0,39273
159457745,"IPacking","IPacking_db",84798525552,"TTCNTT",COMBO_TT3,KC120,Bán hàng qua API,OK_KC120_DK_SUCC,Ðã chốt,Thành công,11/07/2023 19:02:26,11/07/2023 19:02:26,Cài đặt,120000,0,39273
159457733,"IPacking","IPacking_db",84796770701,"TTCNTT",COMBO_TT3,NA120,Bán hàng qua API,OK_NA120_DK_SUCC,Ðã chốt,Thành công,11/07/2023 19:02:06,11/07/2023 19:02:06,Cài đặt,120000,0,39273
159457709,"IPacking","IPacking_db",84765709928,"TTCNTT",COMBO_TT3,NA90,Bán hàng qua API,OK_NA90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 19:01:19,11/07/2023 19:01:19,Cài đặt,90000,0,29455
159457213,"IPacking","IPacking_db",84902803560,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,11/07/2023 18:44:38,11/07/2023 18:44:38,Cài đặt,70000,0,22909
159456821,"IPacking","IPacking_db",84935848746,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 18:32:41,11/07/2023 18:32:41,Cài đặt,90000,0,29455
159456767,"IPacking","IPacking_db",84903050461,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,11/07/2023 18:30:51,11/07/2023 18:30:51,Cài đặt,30000,0,8182
159456447,"IPacking","IPacking_db",84902326731,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,11/07/2023 18:19:40,11/07/2023 18:19:40,Cài đặt,30000,0,8182
159456297,"IPacking","IPacking_db",84787560905,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,11/07/2023 18:13:22,11/07/2023 18:13:22,Cài đặt,30000,0,8182
159456215,"IPacking","IPacking_db",84902380054,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,11/07/2023 18:11:10,11/07/2023 18:11:10,Cài đặt,150000,0,49091
159455903,"IPacking","IPacking_db",84904937734,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,11/07/2023 17:58:51,11/07/2023 17:58:51,Cài đặt,30000,0,8182
159455825,"IPacking","IPacking_db",84768849619,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,11/07/2023 17:54:32,11/07/2023 17:54:32,Cài đặt,30000,0,8182
159455709,"IPacking","IPacking_db",84904291197,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,11/07/2023 17:48:58,11/07/2023 17:48:58,Cài đặt,30000,0,8182
159455563,"IPacking","IPacking_db",84935630309,"TTCNTT",COMBO_TT3,NA120,Bán hàng qua API,OK_NA120_DK_SUCC,Ðã chốt,Thành công,11/07/2023 17:43:24,11/07/2023 17:43:24,Cài đặt,120000,0,39273
159455331,"IPacking","IPacking_db",84896646581,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 17:34:10,11/07/2023 17:34:10,Cài đặt,90000,0,29455
159455205,"IPacking","IPacking_db",84931761481,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 17:28:21,11/07/2023 17:28:21,Cài đặt,90000,0,29455
159455083,"IPacking","IPacking_db",84931832981,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 17:24:35,11/07/2023 17:24:35,Cài đặt,90000,0,29455
159454507,"IPacking","IPacking_db",84793160639,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,11/07/2023 17:03:42,11/07/2023 17:03:42,Cài đặt,30000,0,8182
159454349,"IPacking","IPacking_db",84782325842,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,11/07/2023 16:56:49,11/07/2023 16:56:49,Cài đặt,30000,0,8182
159454023,"IPacking","IPacking_db",84767417912,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,11/07/2023 16:44:54,11/07/2023 16:44:54,Cài đặt,30000,0,8182
159453837,"IPacking","IPacking_db",84907181850,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,11/07/2023 16:39:18,11/07/2023 16:39:18,Cài đặt,150000,0,49091
159453693,"IPacking","IPacking_db",84702675868,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 16:34:16,11/07/2023 16:34:16,Cài đặt,90000,0,29455
159453673,"IPacking","IPacking_db",84767433892,"TTCNTT",COMBO_TT3,KC120,Bán hàng qua API,OK_KC120_DK_SUCC,Ðã chốt,Thành công,11/07/2023 16:33:21,11/07/2023 16:33:21,Cài đặt,120000,0,39273
159453523,"IPacking","IPacking_db",84796651116,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 16:28:02,11/07/2023 16:28:02,Cài đặt,90000,0,29455
159453463,"IPacking","IPacking_db",84904080584,"TTCNTT",COMBO_TT3,KC150,Bán hàng qua API,OK_KC150_DK_SUCC,Ðã chốt,Thành công,11/07/2023 16:26:49,11/07/2023 16:26:49,Cài đặt,150000,0,49091
159452345,"IPacking","IPacking_db",84908573218,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 15:37:47,11/07/2023 15:37:47,Cài đặt,90000,0,29455
159451297,"IPacking","IPacking_db",84789140527,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,11/07/2023 14:55:03,11/07/2023 14:55:03,Cài đặt,30000,0,8182
159450891,"IPacking","IPacking_db",84794916611,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,11/07/2023 14:37:14,11/07/2023 14:37:14,Cài đặt,30000,0,8182
159450765,"IPacking","IPacking_db",84796129355,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,11/07/2023 14:32:08,11/07/2023 14:32:08,Cài đặt,70000,0,22909
159449911,"IPacking","IPacking_db",84907987716,"TTCNTT",MOBILEINTERNET,D15,Bán hàng qua API,OK_D15_DK_SUCC_VAS_XH,Ðã chốt,Thành công,11/07/2023 13:51:55,11/07/2023 13:51:55,Cài đặt,15000,0,6818
159449631,"IPacking","IPacking_db",84934108544,"TTCNTT",COMBO_TT3,MBF30,Bán hàng qua API,OK_DK_MBF30_SUCC_VAS,Ðã chốt,Thành công,11/07/2023 13:38:41,11/07/2023 13:38:41,Cài đặt,30000,0,8182
159449611,"IPacking","IPacking_db",84938666967,"TTCNTT",COMBO_TT3,NA90,Bán hàng qua API,OK_NA90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 13:38:04,11/07/2023 13:38:04,Cài đặt,90000,0,29455
159449397,"IPacking","IPacking_db",84901547299,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,11/07/2023 13:26:35,11/07/2023 13:26:35,Cài đặt,70000,0,22909
159449277,"IPacking","IPacking_db",84793961832,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,11/07/2023 13:21:12,11/07/2023 13:21:12,Cài đặt,70000,0,22909
159449009,"IPacking","IPacking_db",84783475736,"TTCNTT",COMBO_TT3,KC120,Bán hàng qua API,OK_KC120_DK_SUCC,Ðã chốt,Thành công,11/07/2023 13:06:53,11/07/2023 13:06:53,Cài đặt,120000,0,39273
159448829,"IPacking","IPacking_db",84938435102,"TTCNTT",COMBO_TT3,NA70,Bán hàng qua API,OK_NA70_DK_SUCC,Ðã chốt,Thành công,11/07/2023 12:58:28,11/07/2023 12:58:28,Cài đặt,70000,0,22909
159448717,"IPacking","IPacking_db",84901405858,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 12:53:25,11/07/2023 12:53:25,Cài đặt,90000,0,29455
159448581,"IPacking","IPacking_db",84905284248,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 12:46:20,11/07/2023 12:46:20,Cài đặt,90000,0,29455
159448461,"IPacking","IPacking_db",84901764023,"TTCNTT",COMBO_TT3,KC90,Bán hàng qua API,OK_KC90_DK_SUCC,Ðã chốt,Thành công,11/07/2023 12:40:40,11/07/2023 12:40:40,Cài đặt,90000,0,29455
159448371,"IPacking","IPacking_db",84707439160,"TTCNTT",COMBO_TT3,NA120,Bán hàng qua API,OK_NA120_DK_SUCC,Ðã chốt,Thành công,11/07/2023 12:36:13,11/07/2023 12:36:13,Cài đặt,120000,0,39273
